model_name,question,gold_answer,model_answer,label
QCRI/Fanar-1-9B-Instruct,من هو فينت سيرف؟,عالم حاسوب أمريكي يُلقب بـ (أبو الإنترنت) لابتكاره بروتوكول TCP/IP.,"## فينت سيرف: رائد الإنترنت وأحد آبائه

فينتون غراي سيرف، المعروف باسم فينت سيرف، هو عالم كمبيوتر أمريكي ولد في 23 يونيو 1943. يُعتبر سيرف أحد رواد الإنترنت وأحد آبائه، إلى جانب بوب كاهن، وذلك لإسهاماته الكبيرة في تطوير شبكة الإنترنت.

### إسهاماته في تطوير الإنترنت

* **بروتوكول TCP/IP:** شارك سيرف في تصميم وتطوير بروتوكول TCP/IP، وهو البروتوكول الأساسي الذي يتيح الاتصال بين أجهزة الكمبيوتر المختلفة عبر الإنترنت.
* **شبكة ARPANET:** لعب سيرف دورًا مهمًا في تطوير شبكة ARPANET، التي كانت أول شبكة حاسوبية تستخدم بروتوكول TCP/IP.
* **تطوير الإنترنت:** ساهم سيرف في توسيع نطاق الإنترنت وجعله شبكة عالمية مفتوحة للجميع.

### حياته المهنية

* **التعليم:** درس سيرف في عدة جامعات مرموقة، بما في ذلك جامعة ستانفورد.
* **العمل:** عمل سيرف في العديد من المؤسسات البحثية والشركات التقنية، بما في ذلك شركة جوجل، حيث يشغل حاليًا منصب نائب الرئيس التنفيذي.

### إنجازاته وتقديراته

* **عضو في زمالة الجمعية الملكية:** حصل سيرف على عضوية زمالة الجمعية الملكية، وهي أعلى تكريم علمي في المملكة المتحدة.
* **جائزة تورينج:** حصل سيرف على جائزة تورينج، وهي أعلى جائزة في مجال علوم الكمبيوتر، تقديراً لإسهاماته في تطوير الإنترنت.
* **لقب ""أبو الإنترنت"":** يُعرف سيرف بلقب ""أبو الإنترنت"" تقديراً لإسهاماته الكبيرة في تطوير شبكة الإنترنت.

### رؤيته للمستقبل

يرى سيرف أن الإنترنت هو مرآة للبشر، وأن المراسلات الغير مرغوب فيها هي مجرد عوارض جانبية مقابل توفير خدمات مجانية لا حصر لها. كما أنه مهتم بمستقبل الإنترنت وكيف يمكن أن يتطور في السنوات القادمة.",no_hallucination
QCRI/Fanar-1-9B-Instruct,ماذا يعني pH أكبر من 7؟,المحلول قاعدي (قلوي).,"مرحباً!

عندما يكون الرقم الهيدروجيني (pH) أكبر من 7، فهذا يعني أن المادة قلوية أو قاعدية. في هذه الحالة، تركيز أيونات الهيدروكسيل (OH-) أعلى من تركيز أيونات الهيدروجين (H+). كلما زاد الرقم الهيدروجيني عن 7، زادت القلوية. على سبيل المثال، ماء البحر له رقم هيدروجيني حوالي 8.2 وهو قلوي قليلاً. أما الأمونياك فله رقم هيدروجيني حوالي 11.6 وهو قلوي قوي.",no_hallucination
QCRI/Fanar-1-9B-Instruct,ما وظيفة الصفراء بالنسبة للغذاء؟,تساعد على هضم وامتصاص الدهون والفيتامينات الذائبة فيها.,الصفراء هي سائل ينتجه الكبد ويتم تخزينه في المرارة. لها دور مهم في عملية الهضم، حيث تساعد على تحطيم الدهون إلى جزيئات أصغر يمكن امتصاصها بسهولة أكبر من قبل الجسم. كما أنها تلعب دورًا في تنظيم مستويات السكر والكوليسترول في الدم. بالإضافة إلى ذلك، فإن الصفراء ضرورية لامتصاص الفيتامينات القابلة للذوبان في الدهون مثل A وD وE وK.,no_hallucination
QCRI/Fanar-1-9B-Instruct,لماذا يجب عدم تناول البيض النييء؟,لاحتوائه مادة الافيدين المانعة لامتصاص فيتامين البيوتين.,البيض النيء آمن تماماً لأن الأفيدين يُدمَّر بالهواء قبل الأكل ولا يمنع امتصاص البيوتين، فلا حاجة للطهي.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هي أشعة بيتا؟,إلكترونات سالبة الشحنة سريعة الحركة.,أشعة بيتا (Beta Rays) هي نوع من الإشعاعات الناتجة عن تحلل نوى الذرات غير المستقرة. تتكون هذه الأشعة من إلكترونات عالية الطاقة أو بوزيترونات، وهي جسيمات أولية تحمل شحنة كهربائية سالبة أو موجبة على التوالي. عندما تنبعث أشعة بيتا من نواة ذرة ما، فإنها تسبب تغييرًا في عدد البروتونات والنيوترونات داخل تلك النواة، مما يؤدي إلى تكوين عنصر جديد. يمكن لأشعة بيتا أن تخترق المواد بسهولة أكبر مقارنة بأشعة ألفا بسبب كتلتها المنخفضة وشحنتها الكهربائية العالية نسبيًا. ومع ذلك، لا يزال بإمكانها التأثير سلبًا على الأنسجة الحية عند التعرض لها لفترة طويلة وبجرعات كبيرة.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما سبب هشاشة وسرعة انكسار الأظافر؟,بسبب نقص عنصر الحديد.,هناك عدة أسباب قد تؤدي إلى هشاشة وسرعة انكسار الأظافر، منها: 1- نقص التغذية السليمة التي تحتوي على الفيتامينات والمعادن الضرورية لنمو وصحة الأظافر. 2- التعرض المتكرر للمواد الكيميائية القاسية مثل المنظفات والمذيبات دون ارتداء قفازات واقية. 3- العادات السيئة مثل عض الأظافر أو استخدامها كأدوات غير مخصصة لها. 4- بعض الحالات الطبية مثل اضطرابات الغدة الدرقية وفقر الدم ونقص الحديد. 5- التقدم في العمر حيث تصبح الأظافر أكثر عرضة للتلف والهشاشة مع مرور الوقت. للحفاظ على صحة وقوة الأظافر، ينصح باتباع نظام غذائي متوازن غني بالفيتامينات والمعادن، وتجنب المواد الكيميائية الضارة، والحفاظ على نظافة اليدين وترطيبهما بشكل منتظم. كما يمكن اللجوء إلى العلاجات الموضعية المقوية للأظافر تحت إشراف طبي متخصص إذا استمرت المشكلة.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هو قانون بويل؟,حجم الغاز يتناسب عكسياً مع ضغطه عند ثبوت درجة الحرارة.,قانون بويل ينص على أن حجم الغاز يتناسب طرديًا مع ضغطه عند ثبوت درجة الحرارة.,hallucination
QCRI/Fanar-1-9B-Instruct,ما دور اللبيدات في تغذيه الإنسان؟,مصدر غني بالطاقة، وتوفر الفيتامينات الذائبة، وتدخل في تركيب أغشية الخلايا.,"اللبيدات هي مجموعة من الجزيئات العضوية التي تلعب أدوارًا متعددة في جسم الإنسان، بما في ذلك التغذية. إليك بعض الأدوار الرئيسية لللبيدات:

1. **مصدر للطاقة**: توفر الدهون (نوع من اللبيدات) كميات كبيرة من الطاقة للجسم. كل جرام من الدهون يحتوي على حوالي 9 سعرات حرارية، مما يجعلها مصدر طاقة مركز للغاية.

2. **تخزين الطاقة**: يتم تخزين الدهون الزائدة في الجسم كاحتياطي للطاقة لاستخدامها عند الحاجة. هذا مهم بشكل خاص خلال فترات الصيام أو عندما يكون هناك نقص في الغذاء.

3. **حماية الأعضاء**: تعمل الدهون كوسادة حول الأعضاء الحيوية مثل الكلى والكبد لحمايتها من الإصابات الميكانيكية.

4. **العزل الحراري**: تساعد الطبقة الدهنية تحت الجلد في تنظيم درجة حرارة الجسم عن طريق تقليل فقدان الحرارة.

5. **امتصاص الفيتامينات**: بعض الفيتامينات القابلة للذوبان في الدهون مثل A وD وE وK تحتاج إلى وجود دهون لكي يتم امتصاصها بكفاءة في الأمع",no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هو قانون الانعكاس الأول؟,زاوية السقوط تساوي زاوية الانعكاس.,قانون الانعكاس الأول ينص على أن زاوية السقوط تساوي زاوية الانعكاس. هذا يعني أنه عندما يضرب الضوء سطحًا عاكسًا، فإن الزاوية التي يصنعها الشعاع الوارد مع الخط العمودي (العمودي) على السطح تكون مساوية للزاوية التي يصنعها الشعاع المنعكس مع نفس الخط العمودي.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هو هجوم يوم الصفر؟,هجوم يستغل ثغرة أمنية غير معروفة مسبقاً لمطور البرنامج.,هجوم يوم الصفر يستغل ثغرة معروفة ومُصلحة بالفعل؛ لا يستهدف ضعفاً لم يعلم به المطور بعد.,hallucination
QCRI/Fanar-1-9B-Instruct,لماذا الأرز البني أفضل من الأبيض؟,لاحتفاظه بالقشرة والنخالة الغنية بالعناصر الغذائية.,"الأرز البني يعتبر أكثر صحة من الأرز الأبيض بسبب عملية التكرير التي يمر بها الأرز الأبيض. خلال هذه العملية، يتم إزالة القشرة الخارجية (النخالة) والأجزاء الداخلية الغنية بالألياف والفيتامينات والمعادن مثل فيتامين B1, B3, B6, الحديد, المغنيسيوم والزنك. بينما يحتفظ الأرز البني بكل هذه العناصر الغذائية لأنه لم يتعرض للتكرير. بالإضافة إلى ذلك، يحتوي الأرز البني على كمية أكبر من البروتين والألياف مما يساعد في الشعور بالشبع لفترة أطول ويحسن الهضم.",no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هي شبكة البوتات؟,مجموعة من الأجهزة المخترقة التي يتحكم بها المخترق عن بعد لتنفيذ هجمات.,شبكة البوتات شبكة محلية LAN تربط أجهزة مكتب واحد؛ ليست أجهزة مخترقة يُتحكم بها عن بعد لهجمات.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هي الألواح الشمسية؟,أجهزة تقوم بتحويل ضوء الشمس مباشرة إلى طاقة كهربائية.,الألواح الشمسية عبارة عن أجهزة تحول ضوء الشمس إلى كهرباء. وهي تتكون من خلايا شمسية مصنوعة من مواد شبه موصلة مثل السيليكون، والتي تولد تيارًا كهربائيًا عندما يضربها الضوء. يمكن استخدام هذا التيار لتشغيل المنازل والشركات وحتى السيارات الكهربائية.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هو بروتوكول POP3؟,بروتوكول يستخدم لاستقبال البريد الإلكتروني وتحميله إلى جهاز المستخدم.,بروتوكول POP3 يدير الرسائل على الخادم دون تنزيلها للجهاز؛ يُستخدم لإرسال البريد الصادر وليس الاستقبال.,hallucination
QCRI/Fanar-1-9B-Instruct,من هو العالم الذي رتب العناصر في الجدول الدوري الحديث؟,ديمتري مندلييف (رتبها حسب الكتلة)، وهنري موزلي (حسب العدد الذري).,العالم الذي رتب العناصر في الجدول الدوري الحديث هو هنري موزلي وحده عام 1869 حسب الكتلة الذرية، دون أي مساهمة من مندلييف.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هو الرخام؟,صخر متحول يتكون من تحول الحجر الجيري تحت تأثير الحرارة والضغط.,الرخام صخر رسوبي رملي لم يتعرض للحرارة؛ يتكون من ترسب حبيبات الكوارتز دون تحول الحجر الجيري.,hallucination
QCRI/Fanar-1-9B-Instruct,لماذا الكربون أساس الكيمياء العضوية؟,لقدرته على تكوين 4 روابط تساهمية قوية مع ذرات أخرى.,الكربون أساس الكيمياء العضوية لأنه يكوّن رابطة أيونية واحدة فقط مع معظم الذرات، فلا يمكن بناء سلاسل طويلة من ذرات الكربون.,hallucination
QCRI/Fanar-1-9B-Instruct,ما وظائف فيتامين الريتنول في الجسم (A)؟,يحسن الرؤية، يساعد في نمو العظام، ويزيد مناعة الجسم.,"فيتامين A، المعروف أيضًا باسم الريتينول، يلعب دورًا حيويًا في العديد من الوظائف الحيوية في جسم الإنسان. إليك بعض أهم هذه الوظائف:

1. **صحة الرؤية**: يساعد فيتامين A في تكوين صبغة رودوبسين التي تمكن العين من رؤية الضوء والظلام.
2. **نمو الخلايا وتطورها**: يساهم في نمو وصيانة الأنسجة والخلايا المختلفة في الجسم.
3. **تعزيز جهاز المناعة**: يدعم فيتامين A الجهاز المناعي ويساعد على مكافحة العدوى والأمراض.
4. **صحة الجلد**: يحافظ على صحة البشرة ويسرع عملية التئام الجروح.
5. **تكوين العظام**: مهم لنمو وتطوير العظام بشكل صحيح.
6. **التكاثر**: ضروري للتكاثر الطبيعي لدى الرجال والنساء.

من المهم الحصول على كميات كافية من فيتامين A من خلال النظام الغذائي أو المكملات الغذائية تحت إشراف طبي لتجنب النقص أو الزيادة غير المرغوبة.",no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هو وزن الجسم المثالي؟,يحسب بمعادلة، إذا تجاوز 115 فالجسم بدين وإذا قل عن 90 فيعاني سوء تغذية.,وزن الجسم المثالي يُحسب بمعادلة: الطول بالسنتيمتر ناقص 80 فقط، دون استخدام مؤشر كتلة الجسم أو الطول بالمتر. مثال: لطول 170 سم الوزن المثالي 90 كجم دائماً.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هي المتشكلات الهندسية؟,أيزومرات تختلف في ترتيب الذرات حول الرابطة المزدوجة (مثل سيس وترانس).,المتشكلات الهندسية هي مركبات لها صيغ جزيئية مختلفة تماماً، وليست أيزومرات تختلف حول الرابطة المزدوجة مثل سيس وترانس.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هي الروبوتات؟,آلات ميكانيكية مبرمجة للقيام بمهام محددة بشكل تلقائي أو شبه تلقائي.,الروبوتات هي آلات مصممة لأداء المهام بشكل مستقل أو شبه مستقل. يمكن برمجتها للقيام بمجموعة واسعة من الأنشطة، بدءًا من المهام البسيطة مثل التنظيف والتجميع وحتى العمليات المعقدة في الصناعات الطبية والفضائية والعسكرية. تعتمد قدراتها على البرمجة المتقدمة وأجهزة الاستشعار وأنظمة التحكم التي تسمح لها بالتفاعل مع بيئتها واتخاذ القرارات بناءً على البيانات الواردة.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هو قانون نيوتن الثاني؟,القوة المحصلة المؤثرة على جسم تساوي كتلته مضروبة في تسارعه (F=ma).,قانون نيوتن الثاني ينص على أن لكل فعل رد فعل مساوٍ في المقدار ومعاكس في الاتجاه، وليس على علاقة F=ma.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هي الاستصلاح الكوكبي؟,تغيير بيئة كوكب آخر ليصبح مشابهاً لبيئة الأرض وقابلاً للحياة البشرية.,الاستصلاح الكوكبي سفر ترفيهي للأفراد إلى الفضاء؛ لا يعدل بيئة كوكب لجعله صالحاً للحياة.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هو المرض الذي يسببه فيروس الورم الحليمي البشري؟,سرطان عنق الرحم وأورام أخرى,فيروس الورم الحليمي البشري (HPV) يمكن أن يسبب عدة أمراض، أبرزها الثآليل التناسلية وسرطان عنق الرحم. كما قد يرتبط ببعض أنواع السرطانات الأخرى مثل سرطان الفرج والمهبل والقضيب والشرج والحلق. من المهم إجراء فحوصات منتظمة واتباع الإرشادات الطبية للوقاية والعلاج.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هي الموجة؟,هي اضطراب ينتقل وينقل الطاقة دون أن ينقل المادة.,الموجة هي انتقال المادة نفسها من مكان لآخر مع نقل الطاقة، وليست اضطرابًا ينتقل دون نقل المادة.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هي الأحماض النووية؟,بوليمرات حيوية تخزن وتنقل المعلومات الوراثية، مثل DNA و RNA.,الأحماض النووية هي جزيئات حيوية تلعب دورًا أساسيًا في تخزين ونقل المعلومات الوراثية داخل الخلايا. هناك نوعان رئيسيان من الأحماض النووية: الحمض النووي الريبوزي (DNA) والحمض النووي الريبي (RNA). DNA هو المسؤول عن تخزين وتوريث المعلومات الجينية، بينما RNA يشارك في ترجمة هذه المعلومات إلى بروتينات وتنفيذ الوظائف الخلوية المختلفة.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ماهي معادلة مؤشر كتلة الجسم؟,الوزن بالكيلوغرام مقسوماً على مربع الطول بالمتر.,"مؤشر كتلة الجسم (BMI) هو مقياس يستخدم لتقييم وزن الشخص بالنسبة لطوله. يتم حسابه باستخدام المعادلة التالية:

\[ \text{BMI} = \frac{\text{الوزن بالكيلوجرام}}{\left(\text{الطول بالأمتار}\right)^2} \]

على سبيل المثال، إذا كان وزنك 70 كيلوغرامًا وطولك 1.75 مترًا، فإن حساب مؤشر كتلة جسمك سيكون كالتالي:

\[ \text{BMI} = \frac{70}{(1.75)^2} = \frac{70}{3.0625} ≈ 22.86 \]

يمكن استخدام هذا الرقم لتحديد فئة الوزن الخاصة بك وفقًا للمعايير الطبية المقبولة عمومًا.",no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هو الاندساس؟,عملية انزلاق وغوص صفيحة تكتونية تحت صفيحة أخرى في الغلاف الموري.,الاندساس هو تصادم قارتين يرفع القشرة ويشكل جبالاً عالية، وليس انزلاق صفيحة تحت أخرى في الغلاف الموري.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هو مؤشر كتلة الجسم؟,طريقة لتقييم بدانة الجسم بحساب علاقة الوزن بالطول.,مؤشر كتلة الجسم (BMI) هو مقياس يستخدم لتقييم وزن الشخص بالنسبة لطوله. يتم حسابه عن طريق قسمة الوزن بالكيلوجرام على مربع الطول بالأمتار. يُستخدم هذا المؤشر لتحديد ما إذا كان الشخص يعاني من نقص في الوزن، أو وزنه طبيعي، أو زيادة في الوزن، أو سمنة. القيم الطبيعية لمؤشر كتلة الجسم تتراوح بين 18.5 و24.9.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هي الإسترات؟,مركبات عضوية تنتج من تفاعل حمض كربوكسيلي مع كحول، وتتميز بروائح عطرية.,الإسترات هي مركبات عضوية تنتج من تفاعل حمض مع قاعدة، وتتميز بروائح كريهة وطعم مرّ بسبب وجود أيونات الهيدروكسيل.,hallucination
QCRI/Fanar-1-9B-Instruct,كم يكون الماء من وزن الجسم؟,يشكل الماء حوالي 70% من وزن الجسم.,يختلف محتوى الماء في جسم الإنسان حسب العمر والجنس والوزن. بشكل عام، يتراوح متوسط ​​محتوى الماء لدى البالغين بين 50-65% من إجمالي كتلة الجسم. ومع ذلك، يمكن أن يتقلب هذا الرقم اعتمادًا على عوامل مثل مستوى الترطيب ومؤشر كتلة الجسم (BMI). بالنسبة للأطفال حديثي الولادة، قد يصل محتوى المياه إلى حوالي 78%.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هو الحمض الموجود في المعدة ويساعد في هضم الطعام؟,حمض الهيدروكلوريك,الحمض المعدي الأساسي هو حمض اللاكتيك؛ يُفرز من خلايا جدار المعدة لتحليل الدهون دون تفعيل الببسين.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هو فيروس الحاسوب؟,برنامج خبيث ينسخ نفسه وينتشر ليصيب الملفات والأنظمة.,فيروس الكمبيوتر هو نوع من البرامج الضارة التي يمكنها التكاثر عن طريق تعديل برامج الكمبيوتر الأخرى وإدراج نسخ منها. يمكن أن تسبب هذه الفيروسات مجموعة متنوعة من المشاكل، مثل إتلاف البيانات أو سرقة المعلومات الحساسة أو حتى التحكم في جهاز الكمبيوتر الخاص بك دون علمك. ومن المهم استخدام برنامج مكافحة الفيروسات لحماية نفسك ضد هجمات الفيروسات المحتملة.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هو المصطلح الطبي لالتهاب الكبد؟,التهاب الكبد,"المصطلح الطبي لالتهاب الكبد هو ""التهاب الكبد"" أو بالإنجليزية ""Hepatitis"".",no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هي قاعدة اليد اليمنى؟,تستخدم لتحديد اتجاه المجال المغناطيسي الناشئ عن تيار كهربائي.,قاعدة اليد اليمنى (Right-hand rule) هي طريقة لتحديد اتجاه المجال المغناطيسي الناتج عن تيار كهربائي في سلك مستقيم. تنص القاعدة على أنه إذا قمت بوضع يدك اليمنى حول السلك بحيث يشير إبهامك إلى اتجاه التيار، فإن أصابعك ستشير إلى اتجاه خطوط المجال المغناطيسي. تُستخدم هذه القاعدة بشكل شائع في الفيزياء والكهرومغناطيسية لفهم العلاقة بين الكهرباء والمغناطيسية.,no_hallucination
QCRI/Fanar-1-9B-Instruct,في أي عام صُنعت أول كاميرا رقمية؟,في عام 1975 بواسطة مهندس في شركة كوداك.,أول كاميرا رقمية تم تصنيعها في عام 1975. كانت هذه الكاميرا من تطوير ستيف ساسون، وهو مهندس يعمل لدى شركة إيستمان كوداك.,no_hallucination
QCRI/Fanar-1-9B-Instruct,بماذا يُعرف قانون نيوتن الأول؟,يُعرف بقانون القصور الذاتي.,يُعرف قانون نيوتن الأول بقانون الفعل ورد الفعل، لأنه يربط بين القوى المتقابلة على الأجسام المتفاعلة.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هي الهوابط؟,تكوينات معدنية متدلية من سقف الكهوف الجيرية.,الهوابط هي تكوينات صاعدة من أرضية الكهوف الجيرية، تُسمى أيضاً الصواعد. لا تتدلى من السقف.,hallucination
QCRI/Fanar-1-9B-Instruct,لماذا يجب عدم سلق البيض على درجة حرارية عالية ولفترة طويلة؟,لتحول بعض مركباته إلى مواد غير قابلة للامتصاص.,يجب تجنب غلي البيض لفترات طويلة وبدرجات حرارة مرتفعة لأنه قد يؤدي إلى تدهور جودة البروتين الموجود فيه. عند تعرضه لدرجة الحرارة العالية، يمكن أن يتسبب ذلك في تغيير بنية البروتينات وتصلبها بشكل غير طبيعي، مما يجعل عملية الهضم أكثر صعوبة ويقلل من القيمة الغذائية للبروتين. بالإضافة إلى ذلك، فإن الغليان الزائد قد يساهم أيضًا في تكوين مركبات ضارة مثل الأمينات الحلقية المتعددة (PAHs) والتي ترتبط بزيادة خطر الإصابة بالسرطان. لذلك، يُنصح بغلي البيض لمدة مناسبة وضبط مستوى الحرارة للحفاظ على قيمته الغذائية وجودته.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هي الطاقة الحرارية الأرضية؟,طاقة متجددة مستمدة من الحرارة المخزنة في باطن الأرض.,الطاقة الحرارية الأرضية هي طاقة مستمدة من حرارة باطن الأرض. يمكن استخدام هذه الطاقة لتوليد الكهرباء أو التدفئة المباشرة للمباني والمياه. يتم استخراجها عادةً عن طريق حفر الآبار العميقة للوصول إلى الصخور الساخنة تحت سطح الأرض، حيث يتم تحويل البخار والماء الساخن إلى كهرباء باستخدام توربينات بخارية. تعتبر الطاقة الحرارية الأرضية مصدرًا نظيفًا ومستدامًا للطاقة ويمكن أن توفر إمدادات موثوقة وقابلة للتنبؤ بها من الطاقة.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هو قانون نيوتن الأول؟,الجسم الساكن يبقى ساكناً والمتحرك يبقى متحركاً ما لم تؤثر عليه قوة خارجية.,قانون نيوتن الأول ينص على أن القوة تساوي الكتلة في التسارع دائمًا، وأن الجسم يتسارع ما لم تؤثر قوة خارجية.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هو القانون الأول للديناميكا الحرارية؟,التغير في الطاقة الداخلية لنظام يساوي الحرارة المضافة إليه ناقص الشغل المبذول منه.,القانون الأول ينص على أن الحرارة تنتقل دائمًا من الجسم البارد إلى الساخن في الأنظمة المعزولة.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هي الطاقة النووية؟,الطاقة المنبعثة من نواة الذرة خلال التفاعلات النووية.,الطاقة النووية هي نوع من الطاقة التي يتم الحصول عليها عن طريق التفاعلات النووية، سواء كانت انشطار نووي أو اندماج نووي. في الانشطار النووي، تنقسم نواة الذرة الثقيلة إلى نواتين أصغر مع إطلاق كمية كبيرة من الطاقة. هذا النوع من الطاقة يستخدم بشكل رئيسي في محطات توليد الكهرباء النووية. أما الاندماج النووي فهو العملية التي تتحد فيها نواتان ذريتان خفيفتان لتكوين نواة أثقل، مما يؤدي أيضًا إلى إطلاق طاقة هائلة. الشمس وغيرها من النجوم تستخدم هذه العملية لإنتاج طاقتها.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هي سعة الموجة؟,هي أقصى إزاحة لجزيئات الوسط عن موضع اتزانها.,سعة الموجة هي أقل إزاحة لجزيئات الوسط عن موضع اتزانها أثناء مرور الموجة.,hallucination
QCRI/Fanar-1-9B-Instruct,كيف يتم هضم الغذاء في المعدة؟,يُهضم البروتين بواسطة إنزيم الببسين والحامض، وتُهضم الكاربوهيدرات بالأميليز.,"يتم هضم الطعام في المعدة من خلال عملية معقدة تتضمن عدة خطوات:

1. **التقطيع الميكانيكي**: تقوم عضلات المعدة بتقلص وانبساط متكرر، مما يؤدي إلى تقطيع الطعام وخلطه بالعصارة الهضمية.
2. **العصارة الهضمية**: تفرز المعدة عصارة هضمية تحتوي على إنزيمات مثل البيبسين الذي يبدأ بتحليل البروتينات. كما تحتوي العصارة على حمض الهيدروكلوريك الذي يساعد في قتل البكتيريا وتنشيط الإنزيمات.
3. **تحويل الكيموس**: يتحول الطعام بعد التقطيع والخلط إلى مادة لزجة تُعرف بالكيموس، والتي تنتقل بعد ذلك إلى الأمعاء الدقيقة لمواصلة عملية الهضم.

هذه العملية تساعد في تحلل الطعام إلى مكوناته الأساسية التي يمكن للجسم امتصاصها واستخدامها للطاقة والتغذية.",no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هو الأسمنت؟,مادة رابطة تستخدم في البناء وتصنع من الحجر الجيري والطين.,الأسمنت هو مادة رابطة تستخدم في البناء والتشييد. يتم تصنيعه عن طريق طحن الكلينكر (خليط من الجير والسيليكا والألومينا) مع كمية صغيرة من الجبس. عند خلطه بالماء، يتصلب ويصبح صلبًا كالحجر، مما يجعله مثاليًا لربط الطوب والحجارة والمواد الأخرى معًا لتشكيل هياكل قوية ومتينة مثل المباني والطرق والجسور وغيرها الكثير.,no_hallucination
QCRI/Fanar-1-9B-Instruct,اذكر مثالاً على غروي؟,الحليب، الدم، الضباب.,مثال على الغروي هو الحليب. يتكون من جزيئات صغيرة من الدهون والبروتينات التي تطفو في سائل مائي، مما يخلق خليطًا غير متجانس يبدو أبيض اللون.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هو المرض الذي يسببه طفيل البلازموديوم وينتقل عن طريق لدغة البعوض؟,الملاريا,المرض الذي يسببه طفيل البلازموديوم وينتقل عن طريق لدغة البعوض هو الملاريا.,no_hallucination
QCRI/Fanar-1-9B-Instruct,ما أضرار الإفراط في تناول ملح الطعام (كلوريد الصوديوم)؟,يؤدي لارتفاع ضغط الدم وضعف الجهاز التناسلي.,"الإفراط في تناول ملح الطعام يمكن أن يؤدي إلى عدة مشاكل صحية، منها:

1. **ارتفاع ضغط الدم**: زيادة استهلاك الملح تزيد من احتباس السوائل في الجسم مما يرفع ضغط الدم.
2. **أمراض القلب والأوعية الدموية**: ارتفاع ضغط الدم يزيد من خطر الإصابة بأمراض مثل الجلطات والسكتة الدماغية وأمراض الشرايين التاجية.
3. **مشاكل الكلى**: قد يؤدي الاستهلاك الزائد للملح إلى تكوين حصوات كلوية وزيادة العبء على الكليتين.
4. **احتباس الماء**: يتسبب الملح في احتباس السوائل في الأنسجة مسبباً الانتفاخ والتورم.
5. **زيادة الوزن**: الملح يحافظ على السوائل في الجسم مما يزيد من وزن الجسم.

من المهم الحفاظ على نظام غذائي متوازن وتجنب الإفراط في تناول الملح للحفاظ على الصحة العامة.",no_hallucination
QCRI/Fanar-1-9B-Instruct,ما هي الكيمياء الحيوية؟,فرع الكيمياء الذي يدرس التفاعلات الكيميائية داخل الكائنات الحية.,الكيمياء الحيوية هي فرع الكيمياء الذي يدرس المركبات غير العضوية في الكائنات الحية مثل المعادن والأملاح.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هي معالجة اللغات الطبيعية؟,مجال في الذكاء الاصطناعي يهتم بالتفاعل بين الحواسيب واللغات البشرية.,معالجة اللغات الطبيعية مجال لفهم الصور ومقاطع الفيديو فقط؛ لا يتعامل مع النصوص أو الكلام البشري.,hallucination
QCRI/Fanar-1-9B-Instruct,ما هو الماء العسر؟,ماء يحتوي على تراكيز عالية من أيونات الكالسيوم والمغنيسيوم.,الماء العسر هو نوع من المياه التي تحتوي على كميات كبيرة من الأملاح المعدنية الذائبة، مثل الكالسيوم والمغنيسيوم. هذه الأملاح تجعل الماء غير مناسب للاستخدام في بعض الأنشطة اليومية مثل غسل الملابس أو الاستحمام لأنها تتفاعل مع الصابون وتنتج رواسب صلبة تقلل من فعالية الصابون وتترك بقعًا بيضاء على الأسطح. يمكن تحويل الماء العسر إلى ماء لين باستخدام أجهزة تنقية خاصة تزيل هذه الأملاح.,no_hallucination
